Source,Target,Weight,Type
46.0_-86.0,45.0_-85.0,155.56,Directed
46.0_-86.0,46.0_-85.0,110.00,Directed
40.0_-69.0,39.0_-70.0,155.56,Directed
40.0_-69.0,39.0_-69.0,110.00,Directed
40.0_-69.0,39.0_-68.0,155.56,Directed
40.0_-69.0,40.0_-70.0,110.00,Directed
40.0_-69.0,40.0_-68.0,110.00,Directed
40.0_-69.0,41.0_-70.0,155.56,Directed
40.0_-69.0,41.0_-69.0,110.00,Directed
40.0_-69.0,41.0_-68.0,155.56,Directed
50.0_-15.0,49.0_-16.0,155.56,Directed
50.0_-15.0,49.0_-15.0,110.00,Directed
50.0_-15.0,49.0_-14.0,155.56,Directed
50.0_-15.0,51.0_-14.0,155.56,Directed
14.0_140.0,13.0_141.0,155.56,Directed
14.0_140.0,14.0_141.0,110.00,Directed
14.0_140.0,15.0_141.0,155.56,Directed
-34.0_-34.0,-34.0_-35.0,110.00,Directed
-34.0_-34.0,-34.0_-33.0,110.00,Directed
21.0_-107.0,20.0_-108.0,155.56,Directed
21.0_-107.0,20.0_-107.0,110.00,Directed
21.0_-107.0,20.0_-106.0,155.56,Directed
21.0_-107.0,21.0_-108.0,110.00,Directed
21.0_-107.0,21.0_-106.0,110.00,Directed
21.0_-107.0,22.0_-108.0,155.56,Directed
21.0_-107.0,22.0_-107.0,110.00,Directed
17.0_-153.0,16.0_-152.0,155.56,Directed
17.0_-153.0,17.0_-152.0,110.00,Directed
17.0_-153.0,18.0_-154.0,155.56,Directed
17.0_-153.0,18.0_-153.0,110.00,Directed
17.0_-153.0,18.0_-152.0,155.56,Directed
2.0_-122.0,2.0_-123.0,110.00,Directed
2.0_-122.0,3.0_-121.0,155.56,Directed
28.0_-74.0,27.0_-75.0,155.56,Directed
28.0_-74.0,27.0_-74.0,110.00,Directed
28.0_-74.0,27.0_-73.0,155.56,Directed
28.0_-74.0,28.0_-75.0,110.00,Directed
28.0_-74.0,28.0_-73.0,110.00,Directed
28.0_-74.0,29.0_-75.0,155.56,Directed
28.0_-74.0,29.0_-74.0,110.00,Directed
28.0_-74.0,29.0_-73.0,155.56,Directed
41.0_-64.0,40.0_-65.0,155.56,Directed
41.0_-64.0,40.0_-64.0,110.00,Directed
41.0_-64.0,40.0_-63.0,155.56,Directed
41.0_-64.0,41.0_-65.0,110.00,Directed
41.0_-64.0,41.0_-63.0,110.00,Directed
41.0_-64.0,42.0_-65.0,155.56,Directed
41.0_-64.0,42.0_-64.0,110.00,Directed
41.0_-64.0,42.0_-63.0,155.56,Directed
1.0_-141.0,0.0_-142.0,155.56,Directed
1.0_-141.0,0.0_-141.0,110.00,Directed
1.0_-141.0,2.0_-142.0,155.56,Directed
33.0_-133.0,32.0_-134.0,155.56,Directed
33.0_-133.0,32.0_-133.0,110.00,Directed
33.0_-133.0,32.0_-132.0,155.56,Directed
33.0_-133.0,33.0_-134.0,110.00,Directed
33.0_-133.0,33.0_-132.0,110.00,Directed
33.0_-133.0,34.0_-133.0,110.00,Directed
27.0_-116.0,26.0_-116.0,110.00,Directed
27.0_-116.0,26.0_-115.0,155.56,Directed
27.0_-116.0,27.0_-117.0,110.00,Directed
27.0_-116.0,27.0_-115.0,110.00,Directed
27.0_-116.0,28.0_-117.0,155.56,Directed
27.0_-116.0,28.0_-116.0,110.00,Directed
-4.0_-131.0,-5.0_-132.0,155.56,Directed
-4.0_-131.0,-3.0_-132.0,155.56,Directed
49.0_-8.0,48.0_-9.0,155.56,Directed
49.0_-8.0,48.0_-8.0,110.00,Directed
49.0_-8.0,48.0_-7.0,155.56,Directed
49.0_-8.0,49.0_-9.0,110.00,Directed
49.0_-8.0,49.0_-7.0,110.00,Directed
49.0_-8.0,50.0_-9.0,155.56,Directed
49.0_-8.0,50.0_-8.0,110.00,Directed
49.0_-8.0,50.0_-7.0,155.56,Directed
27.0_-57.0,26.0_-58.0,155.56,Directed
27.0_-57.0,26.0_-57.0,110.00,Directed
27.0_-57.0,26.0_-56.0,155.56,Directed
27.0_-57.0,27.0_-58.0,110.00,Directed
27.0_-57.0,27.0_-56.0,110.00,Directed
27.0_-57.0,28.0_-58.0,155.56,Directed
27.0_-57.0,28.0_-57.0,110.00,Directed
27.0_-57.0,28.0_-56.0,155.56,Directed
14.0_-162.0,13.0_-163.0,155.56,Directed
14.0_-162.0,13.0_-161.0,155.56,Directed
14.0_-162.0,14.0_-163.0,110.00,Directed
14.0_-162.0,14.0_-161.0,110.00,Directed
14.0_-162.0,15.0_-163.0,155.56,Directed
14.0_-162.0,15.0_-162.0,110.00,Directed
14.0_-162.0,15.0_-161.0,155.56,Directed
-35.0_13.0,-36.0_12.0,155.56,Directed
-35.0_13.0,-36.0_13.0,110.00,Directed
-35.0_13.0,-35.0_14.0,110.00,Directed
-21.0_174.0,-22.0_173.0,155.56,Directed
-21.0_174.0,-20.0_174.0,110.00,Directed
32.0_-130.0,32.0_-131.0,110.00,Directed
32.0_-130.0,32.0_-129.0,110.00,Directed
28.0_-61.0,27.0_-62.0,155.56,Directed
28.0_-61.0,27.0_-61.0,110.00,Directed
28.0_-61.0,27.0_-60.0,155.56,Directed
28.0_-61.0,28.0_-62.0,110.00,Directed
28.0_-61.0,28.0_-60.0,110.00,Directed
28.0_-61.0,29.0_-62.0,155.56,Directed
28.0_-61.0,29.0_-61.0,110.00,Directed
28.0_-61.0,29.0_-60.0,155.56,Directed
-10.0_-138.0,-11.0_-138.0,110.00,Directed
-10.0_-138.0,-10.0_-139.0,110.00,Directed
-10.0_-138.0,-10.0_-137.0,110.00,Directed
-10.0_-138.0,-9.0_-139.0,155.56,Directed
-10.0_-138.0,-9.0_-138.0,110.00,Directed
23.0_-157.0,22.0_-158.0,155.56,Directed
23.0_-157.0,22.0_-156.0,155.56,Directed
23.0_-157.0,23.0_-158.0,110.00,Directed
23.0_-157.0,23.0_-156.0,110.00,Directed
23.0_-157.0,24.0_-158.0,155.56,Directed
23.0_-157.0,24.0_-157.0,110.00,Directed
23.0_-157.0,24.0_-156.0,155.56,Directed
33.0_129.0,32.0_128.0,155.56,Directed
33.0_129.0,32.0_129.0,110.00,Directed
33.0_129.0,32.0_130.0,155.56,Directed
33.0_129.0,33.0_128.0,110.00,Directed
33.0_129.0,33.0_130.0,110.00,Directed
33.0_129.0,34.0_129.0,110.00,Directed
33.0_129.0,34.0_130.0,155.56,Directed
33.0_-120.0,32.0_-121.0,155.56,Directed
33.0_-120.0,32.0_-120.0,110.00,Directed
33.0_-120.0,32.0_-119.0,155.56,Directed
33.0_-120.0,33.0_-121.0,110.00,Directed
33.0_-120.0,33.0_-119.0,110.00,Directed
33.0_-120.0,34.0_-121.0,155.56,Directed
33.0_-120.0,34.0_-120.0,110.00,Directed
-26.0_-122.0,-26.0_-123.0,110.00,Directed
-26.0_-122.0,-26.0_-121.0,110.00,Directed
15.0_-65.0,14.0_-66.0,155.56,Directed
15.0_-65.0,14.0_-65.0,110.00,Directed
15.0_-65.0,14.0_-64.0,155.56,Directed
15.0_-65.0,15.0_-66.0,110.00,Directed
15.0_-65.0,15.0_-64.0,110.00,Directed
15.0_-65.0,16.0_-66.0,155.56,Directed
15.0_-65.0,16.0_-65.0,110.00,Directed
15.0_-65.0,16.0_-64.0,155.56,Directed
-9.0_-153.0,-10.0_-152.0,155.56,Directed
-9.0_-153.0,-8.0_-154.0,155.56,Directed
49.0_-16.0,48.0_-17.0,155.56,Directed
49.0_-16.0,48.0_-16.0,110.00,Directed
49.0_-16.0,49.0_-15.0,110.00,Directed
49.0_-16.0,50.0_-15.0,155.56,Directed
-36.0_155.0,-37.0_154.0,155.56,Directed
-36.0_155.0,-35.0_155.0,110.00,Directed
57.0_-136.0,56.0_-137.0,155.56,Directed
57.0_-136.0,56.0_-136.0,110.00,Directed
57.0_-136.0,56.0_-135.0,155.56,Directed
57.0_-136.0,57.0_-137.0,110.00,Directed
57.0_-136.0,57.0_-135.0,110.00,Directed
36.0_131.0,35.0_130.0,155.56,Directed
36.0_131.0,35.0_131.0,110.00,Directed
36.0_131.0,35.0_132.0,155.56,Directed
36.0_131.0,36.0_132.0,110.00,Directed
36.0_131.0,37.0_132.0,155.56,Directed
5.0_-158.0,4.0_-158.0,110.00,Directed
5.0_-158.0,4.0_-157.0,155.56,Directed
5.0_-158.0,5.0_-159.0,110.00,Directed
5.0_-158.0,5.0_-157.0,110.00,Directed
5.0_-158.0,6.0_-159.0,155.56,Directed
5.0_-158.0,6.0_-158.0,110.00,Directed
5.0_-158.0,6.0_-157.0,155.56,Directed
16.0_-159.0,15.0_-160.0,155.56,Directed
16.0_-159.0,15.0_-159.0,110.00,Directed
16.0_-159.0,15.0_-158.0,155.56,Directed
16.0_-159.0,16.0_-160.0,110.00,Directed
16.0_-159.0,16.0_-158.0,110.00,Directed
16.0_-159.0,17.0_-160.0,155.56,Directed
16.0_-159.0,17.0_-159.0,110.00,Directed
16.0_-159.0,17.0_-158.0,155.56,Directed
36.0_-61.0,35.0_-62.0,155.56,Directed
36.0_-61.0,35.0_-61.0,110.00,Directed
36.0_-61.0,35.0_-60.0,155.56,Directed
36.0_-61.0,36.0_-60.0,110.00,Directed
36.0_-61.0,37.0_-62.0,155.56,Directed
36.0_-61.0,37.0_-61.0,110.00,Directed
-13.0_92.0,-14.0_92.0,110.00,Directed
-13.0_92.0,-14.0_93.0,155.56,Directed
-13.0_92.0,-13.0_91.0,110.00,Directed
42.0_-81.0,41.0_-82.0,155.56,Directed
42.0_-81.0,41.0_-81.0,110.00,Directed
42.0_-81.0,42.0_-82.0,110.00,Directed
42.0_-81.0,42.0_-80.0,110.00,Directed
42.0_-81.0,43.0_-80.0,155.56,Directed
38.0_-155.0,37.0_-156.0,155.56,Directed
38.0_-155.0,37.0_-154.0,155.56,Directed
38.0_-155.0,39.0_-154.0,155.56,Directed
12.0_-80.0,12.0_-79.0,110.00,Directed
12.0_-80.0,13.0_-79.0,155.56,Directed
13.0_-158.0,12.0_-159.0,155.56,Directed
13.0_-158.0,12.0_-158.0,110.00,Directed
13.0_-158.0,12.0_-157.0,155.56,Directed
13.0_-158.0,13.0_-159.0,110.00,Directed
13.0_-158.0,13.0_-157.0,110.00,Directed
13.0_-158.0,14.0_-159.0,155.56,Directed
13.0_-158.0,14.0_-158.0,110.00,Directed
13.0_-158.0,14.0_-157.0,155.56,Directed
-1.0_-152.0,-2.0_-153.0,155.56,Directed
-1.0_-152.0,-2.0_-152.0,110.00,Directed
-1.0_-152.0,-2.0_-151.0,155.56,Directed
-1.0_-152.0,-1.0_-153.0,110.00,Directed
26.0_141.0,25.0_141.0,110.00,Directed
26.0_141.0,26.0_140.0,110.00,Directed
26.0_141.0,27.0_140.0,155.56,Directed
26.0_141.0,27.0_141.0,110.00,Directed
16.0_-73.0,15.0_-74.0,155.56,Directed
16.0_-73.0,15.0_-73.0,110.00,Directed
16.0_-73.0,15.0_-72.0,155.56,Directed
16.0_-73.0,16.0_-74.0,110.00,Directed
16.0_-73.0,16.0_-72.0,110.00,Directed
16.0_-73.0,17.0_-74.0,155.56,Directed
16.0_-73.0,17.0_-73.0,110.00,Directed
16.0_-73.0,17.0_-72.0,155.56,Directed
7.0_-146.0,6.0_-147.0,155.56,Directed
7.0_-146.0,6.0_-146.0,110.00,Directed
7.0_-146.0,6.0_-145.0,155.56,Directed
7.0_-146.0,7.0_-147.0,110.00,Directed
7.0_-146.0,7.0_-145.0,110.00,Directed
7.0_-146.0,8.0_-147.0,155.56,Directed
7.0_-146.0,8.0_-146.0,110.00,Directed
7.0_-146.0,8.0_-145.0,155.56,Directed
3.0_-161.0,2.0_-161.0,110.00,Directed
3.0_-161.0,2.0_-160.0,155.56,Directed
3.0_-161.0,3.0_-162.0,110.00,Directed
3.0_-161.0,3.0_-160.0,110.00,Directed
3.0_-161.0,4.0_-161.0,110.00,Directed
3.0_-161.0,4.0_-160.0,155.56,Directed
17.0_-85.0,16.0_-86.0,155.56,Directed
17.0_-85.0,16.0_-85.0,110.00,Directed
17.0_-85.0,16.0_-84.0,155.56,Directed
17.0_-85.0,17.0_-86.0,110.00,Directed
17.0_-85.0,17.0_-84.0,110.00,Directed
17.0_-85.0,18.0_-86.0,155.56,Directed
17.0_-85.0,18.0_-85.0,110.00,Directed
17.0_-85.0,18.0_-84.0,155.56,Directed
-32.0_-27.0,-32.0_-28.0,110.00,Directed
-32.0_-27.0,-32.0_-26.0,110.00,Directed
16.0_-86.0,16.0_-87.0,110.00,Directed
16.0_-86.0,16.0_-85.0,110.00,Directed
16.0_-86.0,17.0_-87.0,155.56,Directed
16.0_-86.0,17.0_-86.0,110.00,Directed
16.0_-86.0,17.0_-85.0,155.56,Directed
18.0_-80.0,17.0_-81.0,155.56,Directed
18.0_-80.0,17.0_-80.0,110.00,Directed
18.0_-80.0,17.0_-79.0,155.56,Directed
18.0_-80.0,18.0_-81.0,110.00,Directed
18.0_-80.0,18.0_-79.0,110.00,Directed
18.0_-80.0,19.0_-81.0,155.56,Directed
18.0_-80.0,19.0_-80.0,110.00,Directed
18.0_-80.0,19.0_-79.0,155.56,Directed
12.0_-155.0,11.0_-156.0,155.56,Directed
12.0_-155.0,11.0_-155.0,110.00,Directed
12.0_-155.0,12.0_-156.0,110.00,Directed
77.0_12.0,76.0_11.0,155.56,Directed
77.0_12.0,76.0_12.0,110.00,Directed
77.0_12.0,76.0_13.0,155.56,Directed
77.0_12.0,77.0_11.0,110.00,Directed
77.0_12.0,78.0_13.0,155.56,Directed
32.0_-161.0,31.0_-162.0,155.56,Directed
32.0_-161.0,31.0_-161.0,110.00,Directed
32.0_-161.0,31.0_-160.0,155.56,Directed
32.0_-161.0,32.0_-160.0,110.00,Directed
32.0_-161.0,33.0_-162.0,155.56,Directed
32.0_-161.0,33.0_-161.0,110.00,Directed
32.0_-161.0,33.0_-160.0,155.56,Directed
-20.0_174.0,-21.0_174.0,110.00,Directed
38.0_-142.0,37.0_-141.0,155.56,Directed
38.0_-142.0,38.0_-143.0,110.00,Directed
38.0_-142.0,39.0_-142.0,110.00,Directed
38.0_-142.0,39.0_-141.0,155.56,Directed
0.0_-129.0,-1.0_-130.0,155.56,Directed
0.0_-129.0,-1.0_-129.0,110.00,Directed
0.0_-129.0,0.0_-130.0,110.00,Directed
0.0_-129.0,0.0_-128.0,110.00,Directed
0.0_-129.0,1.0_-130.0,155.56,Directed
0.0_-129.0,1.0_-129.0,110.00,Directed
0.0_-129.0,1.0_-128.0,155.56,Directed
27.0_-129.0,26.0_-130.0,155.56,Directed
27.0_-129.0,27.0_-130.0,110.00,Directed
27.0_-129.0,28.0_-129.0,110.00,Directed
27.0_-129.0,28.0_-128.0,155.56,Directed
20.0_-156.0,19.0_-157.0,155.56,Directed
20.0_-156.0,19.0_-156.0,110.00,Directed
20.0_-156.0,19.0_-155.0,155.56,Directed
20.0_-156.0,20.0_-157.0,110.00,Directed
20.0_-156.0,21.0_-157.0,155.56,Directed
20.0_-156.0,21.0_-156.0,110.00,Directed
20.0_-156.0,21.0_-155.0,155.56,Directed
-42.0_148.0,-43.0_148.0,110.00,Directed
7.0_-120.0,6.0_-121.0,155.56,Directed
7.0_-120.0,7.0_-121.0,110.00,Directed
7.0_-120.0,7.0_-119.0,110.00,Directed
7.0_-120.0,8.0_-121.0,155.56,Directed
7.0_-120.0,8.0_-120.0,110.00,Directed
40.0_-131.0,39.0_-132.0,155.56,Directed
40.0_-131.0,39.0_-131.0,110.00,Directed
40.0_-131.0,39.0_-130.0,155.56,Directed
40.0_-131.0,41.0_-132.0,155.56,Directed
-33.0_-79.0,-34.0_-80.0,155.56,Directed
-33.0_-79.0,-34.0_-78.0,155.56,Directed
-33.0_-79.0,-33.0_-80.0,110.00,Directed
-27.0_-108.0,-28.0_-109.0,155.56,Directed
-27.0_-108.0,-28.0_-108.0,110.00,Directed
-34.0_-78.0,-35.0_-79.0,155.56,Directed
-34.0_-78.0,-33.0_-79.0,155.56,Directed
31.0_131.0,30.0_130.0,155.56,Directed
31.0_131.0,30.0_131.0,110.00,Directed
31.0_131.0,31.0_130.0,110.00,Directed
31.0_131.0,31.0_132.0,110.00,Directed
31.0_131.0,32.0_130.0,155.56,Directed
31.0_131.0,32.0_132.0,155.56,Directed
48.0_-141.0,48.0_-142.0,110.00,Directed
30.0_-155.0,29.0_-156.0,155.56,Directed
30.0_-155.0,29.0_-154.0,155.56,Directed
30.0_-155.0,30.0_-156.0,110.00,Directed
30.0_-155.0,30.0_-154.0,110.00,Directed
30.0_-155.0,31.0_-156.0,155.56,Directed
30.0_-155.0,31.0_-155.0,110.00,Directed
40.0_-144.0,39.0_-144.0,110.00,Directed
40.0_-144.0,40.0_-145.0,110.00,Directed
40.0_-144.0,41.0_-144.0,110.00,Directed
-9.0_-140.0,-10.0_-141.0,155.56,Directed
-9.0_-140.0,-10.0_-140.0,110.00,Directed
-9.0_-140.0,-10.0_-139.0,155.56,Directed
-9.0_-140.0,-9.0_-141.0,110.00,Directed
-9.0_-140.0,-9.0_-139.0,110.00,Directed
-9.0_-140.0,-8.0_-141.0,155.56,Directed
-9.0_-140.0,-8.0_-140.0,110.00,Directed
22.0_127.0,22.0_128.0,110.00,Directed
22.0_127.0,23.0_127.0,110.00,Directed
22.0_127.0,23.0_128.0,155.56,Directed
30.0_-61.0,29.0_-62.0,155.56,Directed
30.0_-61.0,29.0_-61.0,110.00,Directed
30.0_-61.0,29.0_-60.0,155.56,Directed
30.0_-61.0,30.0_-62.0,110.00,Directed
30.0_-61.0,30.0_-60.0,110.00,Directed
30.0_-61.0,31.0_-62.0,155.56,Directed
30.0_-61.0,31.0_-61.0,110.00,Directed
30.0_-61.0,31.0_-60.0,155.56,Directed
23.0_-113.0,22.0_-112.0,155.56,Directed
23.0_-113.0,23.0_-112.0,110.00,Directed
23.0_-113.0,24.0_-114.0,155.56,Directed
23.0_-113.0,24.0_-113.0,110.00,Directed
-23.0_102.0,-24.0_102.0,110.00,Directed
-23.0_102.0,-23.0_101.0,110.00,Directed
-23.0_102.0,-22.0_101.0,155.56,Directed
-23.0_102.0,-22.0_102.0,110.00,Directed
-23.0_102.0,-22.0_103.0,155.56,Directed
21.0_-57.0,20.0_-58.0,155.56,Directed
21.0_-57.0,20.0_-57.0,110.00,Directed
21.0_-57.0,21.0_-58.0,110.00,Directed
21.0_-57.0,22.0_-58.0,155.56,Directed
21.0_-57.0,22.0_-57.0,110.00,Directed
25.0_-176.0,26.0_-177.0,155.56,Directed
-30.0_-19.0,-30.0_-20.0,110.00,Directed
-30.0_-19.0,-29.0_-18.0,155.56,Directed
34.0_-170.0,33.0_-169.0,155.56,Directed
34.0_-170.0,34.0_-171.0,110.00,Directed
17.0_-72.0,16.0_-73.0,155.56,Directed
17.0_-72.0,16.0_-72.0,110.00,Directed
17.0_-72.0,16.0_-71.0,155.56,Directed
17.0_-72.0,17.0_-73.0,110.00,Directed
17.0_-72.0,17.0_-71.0,110.00,Directed
-27.0_107.0,-28.0_108.0,155.56,Directed
-27.0_107.0,-27.0_106.0,110.00,Directed
-27.0_107.0,-27.0_108.0,110.00,Directed
-27.0_107.0,-26.0_106.0,155.56,Directed
-27.0_107.0,-26.0_107.0,110.00,Directed
44.0_140.0,43.0_139.0,155.56,Directed
44.0_140.0,43.0_140.0,110.00,Directed
44.0_140.0,43.0_141.0,155.56,Directed
13.0_-114.0,12.0_-115.0,155.56,Directed
13.0_-114.0,12.0_-114.0,110.00,Directed
13.0_-114.0,12.0_-113.0,155.56,Directed
13.0_-114.0,13.0_-113.0,110.00,Directed
13.0_-114.0,14.0_-115.0,155.56,Directed
13.0_-114.0,14.0_-114.0,110.00,Directed
13.0_-114.0,14.0_-113.0,155.56,Directed
48.0_-17.0,48.0_-16.0,110.00,Directed
48.0_-17.0,49.0_-16.0,155.56,Directed
16.0_-115.0,15.0_-116.0,155.56,Directed
16.0_-115.0,15.0_-114.0,155.56,Directed
16.0_-115.0,17.0_-116.0,155.56,Directed
16.0_-115.0,17.0_-114.0,155.56,Directed
41.0_18.0,40.0_17.0,155.56,Directed
41.0_18.0,40.0_18.0,110.00,Directed
41.0_18.0,40.0_19.0,155.56,Directed
41.0_18.0,41.0_17.0,110.00,Directed
41.0_18.0,41.0_19.0,110.00,Directed
41.0_18.0,42.0_18.0,110.00,Directed
41.0_18.0,42.0_19.0,155.56,Directed
26.0_-148.0,25.0_-148.0,110.00,Directed
26.0_-148.0,26.0_-149.0,110.00,Directed
26.0_-148.0,27.0_-147.0,155.56,Directed
18.0_132.0,17.0_131.0,155.56,Directed
18.0_132.0,17.0_132.0,110.00,Directed
18.0_132.0,19.0_131.0,155.56,Directed
18.0_132.0,19.0_132.0,110.00,Directed
39.0_-136.0,38.0_-137.0,155.56,Directed
39.0_-136.0,38.0_-135.0,155.56,Directed
39.0_-136.0,39.0_-137.0,110.00,Directed
39.0_-136.0,39.0_-135.0,110.00,Directed
39.0_-136.0,40.0_-137.0,155.56,Directed
39.0_-136.0,40.0_-136.0,110.00,Directed
39.0_-136.0,40.0_-135.0,155.56,Directed
10.0_-136.0,9.0_-135.0,155.56,Directed
10.0_-136.0,10.0_-135.0,110.00,Directed
10.0_-136.0,11.0_-137.0,155.56,Directed
10.0_-136.0,11.0_-136.0,110.00,Directed
10.0_-136.0,11.0_-135.0,155.56,Directed
-65.0_-63.0,-65.0_-64.0,110.00,Directed
-65.0_-63.0,-65.0_-62.0,110.00,Directed
39.0_-66.0,38.0_-67.0,155.56,Directed
39.0_-66.0,38.0_-66.0,110.00,Directed
39.0_-66.0,38.0_-65.0,155.56,Directed
39.0_-66.0,39.0_-67.0,110.00,Directed
39.0_-66.0,39.0_-65.0,110.00,Directed
39.0_-66.0,40.0_-67.0,155.56,Directed
39.0_-66.0,40.0_-66.0,110.00,Directed
39.0_-66.0,40.0_-65.0,155.56,Directed
24.0_-82.0,23.0_-83.0,155.56,Directed
24.0_-82.0,23.0_-82.0,110.00,Directed
24.0_-82.0,23.0_-81.0,155.56,Directed
24.0_-82.0,24.0_-83.0,110.00,Directed
24.0_-82.0,24.0_-81.0,110.00,Directed
24.0_-82.0,25.0_-83.0,155.56,Directed
24.0_-82.0,25.0_-81.0,155.56,Directed
-6.0_-145.0,-7.0_-145.0,110.00,Directed
-6.0_-145.0,-7.0_-144.0,155.56,Directed
-6.0_-145.0,-6.0_-146.0,110.00,Directed
-6.0_-145.0,-5.0_-146.0,155.56,Directed
-6.0_-145.0,-5.0_-145.0,110.00,Directed
37.0_143.0,36.0_142.0,155.56,Directed
37.0_143.0,36.0_143.0,110.00,Directed
37.0_143.0,37.0_142.0,110.00,Directed
37.0_143.0,37.0_144.0,110.00,Directed
37.0_143.0,38.0_142.0,155.56,Directed
37.0_143.0,38.0_143.0,110.00,Directed
37.0_143.0,38.0_144.0,155.56,Directed
-19.0_94.0,-19.0_95.0,110.00,Directed
-19.0_94.0,-18.0_95.0,155.56,Directed
-22.0_102.0,-23.0_101.0,155.56,Directed
-22.0_102.0,-23.0_102.0,110.00,Directed
-22.0_102.0,-22.0_101.0,110.00,Directed
-22.0_102.0,-22.0_103.0,110.00,Directed
30.0_-62.0,29.0_-63.0,155.56,Directed
30.0_-62.0,29.0_-62.0,110.00,Directed
30.0_-62.0,29.0_-61.0,155.56,Directed
30.0_-62.0,30.0_-63.0,110.00,Directed
30.0_-62.0,30.0_-61.0,110.00,Directed
30.0_-62.0,31.0_-63.0,155.56,Directed
30.0_-62.0,31.0_-62.0,110.00,Directed
30.0_-62.0,31.0_-61.0,155.56,Directed
40.0_138.0,39.0_137.0,155.56,Directed
40.0_138.0,39.0_138.0,110.00,Directed
40.0_138.0,39.0_139.0,155.56,Directed
40.0_138.0,40.0_137.0,110.00,Directed
40.0_138.0,40.0_139.0,110.00,Directed
40.0_138.0,41.0_137.0,155.56,Directed
40.0_138.0,41.0_138.0,110.00,Directed
40.0_138.0,41.0_139.0,155.56,Directed
-36.0_12.0,-36.0_13.0,110.00,Directed
-36.0_12.0,-35.0_13.0,155.56,Directed
32.0_-156.0,31.0_-157.0,155.56,Directed
32.0_-156.0,31.0_-156.0,110.00,Directed
32.0_-156.0,31.0_-155.0,155.56,Directed
32.0_-156.0,32.0_-157.0,110.00,Directed
32.0_-156.0,32.0_-155.0,110.00,Directed
32.0_-156.0,33.0_-156.0,110.00,Directed
32.0_-156.0,33.0_-155.0,155.56,Directed
21.0_-58.0,20.0_-59.0,155.56,Directed
21.0_-58.0,20.0_-58.0,110.00,Directed
21.0_-58.0,20.0_-57.0,155.56,Directed
21.0_-58.0,21.0_-59.0,110.00,Directed
21.0_-58.0,21.0_-57.0,110.00,Directed
21.0_-58.0,22.0_-59.0,155.56,Directed
21.0_-58.0,22.0_-58.0,110.00,Directed
21.0_-58.0,22.0_-57.0,155.56,Directed
28.0_-43.0,27.0_-43.0,110.00,Directed
28.0_-43.0,29.0_-43.0,110.00,Directed
24.0_-59.0,23.0_-60.0,155.56,Directed
24.0_-59.0,23.0_-59.0,110.00,Directed
24.0_-59.0,23.0_-58.0,155.56,Directed
24.0_-59.0,24.0_-60.0,110.00,Directed
24.0_-59.0,24.0_-58.0,110.00,Directed
24.0_-59.0,25.0_-60.0,155.56,Directed
24.0_-59.0,25.0_-59.0,110.00,Directed
24.0_-59.0,25.0_-58.0,155.56,Directed
32.0_129.0,31.0_128.0,155.56,Directed
32.0_129.0,31.0_129.0,110.00,Directed
32.0_129.0,31.0_130.0,155.56,Directed
32.0_129.0,32.0_128.0,110.00,Directed
32.0_129.0,32.0_130.0,110.00,Directed
32.0_129.0,33.0_128.0,155.56,Directed
32.0_129.0,33.0_129.0,110.00,Directed
32.0_129.0,33.0_130.0,155.56,Directed
33.0_-63.0,32.0_-64.0,155.56,Directed
33.0_-63.0,32.0_-63.0,110.00,Directed
33.0_-63.0,32.0_-62.0,155.56,Directed
33.0_-63.0,33.0_-64.0,110.00,Directed
33.0_-63.0,33.0_-62.0,110.00,Directed
33.0_-63.0,34.0_-64.0,155.56,Directed
33.0_-63.0,34.0_-63.0,110.00,Directed
33.0_-63.0,34.0_-62.0,155.56,Directed
11.0_-131.0,10.0_-132.0,155.56,Directed
11.0_-131.0,10.0_-131.0,110.00,Directed
11.0_-131.0,12.0_-130.0,155.56,Directed
20.0_155.0,19.0_155.0,110.00,Directed
20.0_155.0,19.0_156.0,155.56,Directed
20.0_155.0,21.0_155.0,110.00,Directed
23.0_-82.0,23.0_-83.0,110.00,Directed
23.0_-82.0,23.0_-81.0,110.00,Directed
23.0_-82.0,24.0_-83.0,155.56,Directed
23.0_-82.0,24.0_-82.0,110.00,Directed
23.0_-82.0,24.0_-81.0,155.56,Directed
-5.0_-142.0,-6.0_-142.0,110.00,Directed
-5.0_-142.0,-6.0_-141.0,155.56,Directed
-5.0_-142.0,-5.0_-143.0,110.00,Directed
-5.0_-142.0,-5.0_-141.0,110.00,Directed
-5.0_-142.0,-4.0_-143.0,155.56,Directed
-5.0_-142.0,-4.0_-142.0,110.00,Directed
-5.0_-142.0,-4.0_-141.0,155.56,Directed
36.0_-141.0,35.0_-142.0,155.56,Directed
36.0_-141.0,35.0_-141.0,110.00,Directed
36.0_-141.0,35.0_-140.0,155.56,Directed
36.0_-141.0,36.0_-142.0,110.00,Directed
36.0_-141.0,37.0_-141.0,110.00,Directed
36.0_-141.0,37.0_-140.0,155.56,Directed
7.0_-87.0,6.0_-88.0,155.56,Directed
7.0_-87.0,6.0_-87.0,110.00,Directed
7.0_-87.0,6.0_-86.0,155.56,Directed
7.0_-87.0,7.0_-88.0,110.00,Directed
7.0_-87.0,7.0_-86.0,110.00,Directed
7.0_-87.0,8.0_-86.0,155.56,Directed
43.0_-66.0,42.0_-67.0,155.56,Directed
43.0_-66.0,42.0_-66.0,110.00,Directed
